id,classification_predictions,regression_predictions
0fe74997ce3b31f87b8210f1521c385f1b8bcb7d,0,10.0
100f6355ddb92b2a86cf718d64a2d94716c4c0f8,0,10.0
108d2e0d3586dbe8a07e0bebf16deb5515727c30,0,10.0
109006f89fcce1ae96424f01ccd55eaf8cc0065b,0,30.0
10a6239d5aa32cbf92ea58ac6449d421d3d1baf7,0,10.0
11299e6c13910d3ce4bfd3eb4648a5c642eda26f,0,3.0
1136ae64a2cc6e2f627901a63b239dd3748e8ac1,0,30.0
115351ff9862893eef5559f7895f43bdd55d37ad,0,10.0
1154938ca6632d0442c21736af62a95fcb5900fb,0,30.0
1181177492dd3cda9e1e88a643e2b00d99b15eb4,0,3.0
11a42191d49dffb61095d82bded724af91eb1898,0,10.0
12087c9891f3095be3e1a6ff96fa36e69370ee66,0,30.0
122ad8b0343a467806b93f71ab13a74352bb02b6,0,10.0
1289eb3d6cd5f6015b370f397de8240d0101112e,0,10.0
12a63798356f62326ee3b917dcfc71e8a0ddf13a,0,10.0
12bb8769f27665677dba1c7a4657fbb8a9f4129e,0,10.0
12f7dc7acce56e4a94a2309008c90e0c0de5c73d,0,30.0
1344c8086846c3e8f8c3585f67b1ef88dcffeb32,0,10.0
134d23aa3fd92c5b0b2102a001225f45fc52bf65,0,30.0
137e2acabbd54b84381ca6dddd85736102ac7118,0,10.0
13a503c9c492ea03089044d72752775d0f216a95,0,30.0
13b486eb99c8fd100fab512f34da6a8794c13c7e,0,30.0
1417778e1a535dbf9cebb72c1947c89657da82da,0,30.0
141c25354d00ea396436ba32ca54dae48175b445,0,10.0
143fc2a1d4796f1eedfc726da1d3dcda0b52c4fe,0,30.0
1442513abe1bd71c7aff57b01e21b74c125709e5,0,10.0
146138c9e72b73c75c1815d286594707bfa899e7,0,10.0
146faf16f7804b74a49848d0810d63c03d0848f8,0,30.0
1477e5aa7416dc2ecd6bb929fb66f32872633da8,0,30.0
14b080a5a11701d0cff686a0e04fdbd61d44629e,0,30.0
14e051c97493d26c12769c5d0b38073f9f4c1210,0,30.0
151a4f857e97c23b99e280583355bdab87362c58,0,30.0
1550dfbe88f2e761fab324dd16b527e3bb5261c3,0,30.0
15e349464650fa8375c58da27638157b881797cc,0,30.0
165b866be8eabe5395504ed2c3ffe7bdc6f53fe9,0,30.0
169e68416dc743a22529f2ab455b15ae016e044c,0,3.0
16a69e16e8fe3a5b59b5217e0668c22efeb2b931,0,30.0
16b46bd3d63b5b09e17f38292dc239e323551a63,0,30.0
16db6462f68ef1b6f3f59ebb72172b6d5e851278,0,30.0
16e8c4410c4e2563dd2a8c41c6d29c1f0593dee5,0,3.0
16e8d3b28f7d9a929d1b92d2cbb7df5242d6d52e,0,10.0
177245dbb32b837cb20a8174f40742d17664a34e,0,10.0
1775fd81cadf514fe31c25ddd26477fb90f8b475,0,10.0
17aab5af8d192c3bedbde048e4a8ede6a532f785,0,10.0
17b8e326aaec340d210fe5d13af9af9ade7ef421,0,30.0
17d280c41c55c7a57b091e78238042ea855a07d5,0,30.0
17f40b026e4758f5256f2d83a00554c41d03166a,0,3.0
1851331d12f186e64ede2597d087272c10a63884,0,30.0
186bf029a94054df457de3296b9639f260a4261d,0,30.0
18d2e327fca84355cabead203b81922b4c96c2c3,0,30.0
1944f1720df78025044db5148c50c224aa845c7e,0,10.0
19bec6c41108ef549397ebcf242b0e636a997fae,0,3.0
1a1b4fce567741eedcaeafcc900c306587dbd1f9,0,10.0
1a3a74238281c98104235463836ce2f2a60a8a57,0,3.0
1a4899e5f33fbd67871aa807018052c781105a28,0,30.0
1a49b438d95bdd96178cdc3fecbdb27b8de6d38d,0,30.0
1acced5eaf8b0f7b68bdd52fee242bd990b09640,0,30.0
1b0f2e313e101852b0855fa8b8279c4cb5f9f795,0,30.0
1b34e4dd8292330aa24bf30cf510da0459933b90,0,10.0
1b690b8db6b2c5ed5c630382e59e3d35c21d59d2,0,30.0
1b7908b2ef891c036af0c7e597d37102dbafd7e1,0,10.0
1b9dff8ccfc4d45049410a6bbc9ed48afbd72a98,0,10.0
1ba931742585d16b644e33eaacad407ead73fb4b,0,3.0
1c58a3c11525314e5253092088feb2026f63451a,0,30.0
1c6f00474b679ce4d573d8987400a03d16b26f09,0,30.0
1d64982db48caa20b910e691d5ce2cb171ca7208,0,30.0
1d7259d2d639b486fc3e6b509c8ef141f674fdc3,0,10.0
1d89e4f199b0d2f537c76a80daee294eaf084f9f,0,10.0
1d969011c636893176ee0e5f73690bbc5e57fb35,0,10.0
1db4d51e9c26d5d9003ee41adcb91f8f65b9b3bf,0,30.0
1dcb4df759d73f015164a3be1069d9001b8d9cbd,0,30.0
1de037db1691353cd8773b33765b0795451344a9,0,10.0
1e0d61242b1d30787506dae829525f43904a30c5,0,30.0
1e1dede9787b1de780e47c26ff7ce071b33024fb,0,30.0
1e3d02ef5d8ccae1d6f5cb58e4ad81837db59ece,0,30.0
1e3e601ec321563b1af29e6c9b667a69434836c8,0,30.0
1e5535ebb3fd0aa04c199f326f344a3b56e41bdf,0,10.0
1e72dae9daa364c19c1e70a06574e69dd4ffe1b9,0,30.0
1e8a9fe30b957a84fc0ae59a3b00b88b6703b957,0,3.0
1e92d43c24e012362de8f08f98d475afc3bbf9a8,0,30.0
1f97ae1509bf7a9e2ca411498e8ba7c8663c89cf,0,30.0
1fb508651746e590b1961d2508958d04f985a12a,0,30.0
1fca25846292857da4f13b2331d4eae408384d79,0,30.0
2026b3adac8a8ac1b6d2af84d4ce84b12b0b8316,0,10.0
204a2fa0b632caa40e737655cad6179886a7d0b6,0,10.0
2052b5654f768f5744b652c38499263315ebef51,0,30.0
207aecbb4ce6868861df088e411600a7a46e5776,0,30.0
20822a67c49a748f66780846f274666ea999a70a,0,30.0
20b1f9d07e7075605bfd75324764560a94ae0ce3,0,30.0
20d90098e92752c52244962fcf1b8c736da0bc7f,0,30.0
20fc84d22d667174dffcf4ec4832e1751de2f758,0,30.0
2109846b7db42368c1fc5baef54ab9c7707ccb18,0,30.0
2118a2da6c658a8e0e7c4bed3de63f8004a0b8df,0,30.0
211fa8f8c3792f642fd8030dd98e826eedac948b,0,10.0
217bdeb06f8bfb6e60897e44cb01a9458396adaf,0,10.0
21bd0300b7e8263907fcf959401611927830abca,0,3.0
2223425f01e729ed919e1233e3dace74b2d5c8ba,0,30.0
2225e99a693c239d566411b25e074fea97ce3810,0,30.0
223053be1a946257f172c016b2a49d5623ffad0a,0,30.0
2250e91313ae0f75cb4f09f18fd76450cee81fc5,0,30.0
226785267b2aa12b0134321da59c299b310a7872,0,30.0
228c41c9bb21b597d039bff43f5ff109c310294d,0,30.0
22c197c90760f8f9b448b49e1b21d24409d5cd51,0,10.0
22ead2d8ccd727ff62d0c29b06c57f6bd911e3c2,0,10.0
2308d5a058c64fedf4381d8e2176c7343266c492,0,3.0
23122a2cfd609fedbffe40bf8324999e6a242690,0,3.0
231feb9474ac2b7d079331f5f96513e9ffc2bf49,0,30.0
234b382bd158a9f7fda78dbedd6db08caa11ae38,0,10.0
234e920610098e70d009e4d32c1268b73dd563e8,0,30.0
23cf5496909c78a6055d9adbdca47b44d9f764a6,0,10.0
23f91e02e1ec950856b349de56d81944a0162e1e,0,30.0
243556f298fcdb665ade185484627f35c7ba5ab1,0,30.0
243dacfb575f48cd4795e25b5ce25e583c449fb6,0,30.0
24870d0a81b0f74662ed44073074d957d2928ac5,0,10.0
24b410d45bf64bf2dc3921202dcc78017694af75,0,30.0
24fee4c9ee00d48bc9451e9373930b2035fc6a2d,0,30.0
2501d66e8b1317057dc33a804aa1ee310f5a780a,0,30.0
2530f1d07fd1384a728f4dfa3e72789e04b34ae1,0,30.0
25bb18d4a403b82819d17e041f8c654951537176,0,10.0
25db10dfe79c382492292b3df644e77e5d933d42,0,10.0
2615bd753e76e0e1e6318b9d0dd655103b3613ec,0,3.0
262152b503087e1214dbf6ce617979d5d9b5d67a,0,30.0
262daac11b93f32c79f3126ee41ecacf37a7d90d,0,30.0
26357d7fc88b2b9ca6c251ee980143220ff9336a,0,30.0
2670103f5aa5513973e2fb1cd6315d0146952cdc,0,10.0
269837f87453120c3161584f27353cd3e859aa5c,0,30.0
26b53a5a0d21bbd2eb2481e5286661500d7b9723,0,30.0
26d50a966e8f3838819fc34df3c665f98716bf1c,0,10.0
271b48621645130dc4c466993e90e6f31e28b3ad,0,10.0
2730d88e3835dfe05e740d353fb68114d11f83f4,0,30.0
275be77c24ca0145ad2235cbf5959bb5f9f616e7,0,30.0
276adac3cd3b94dac3e0d5ac4d48da15ec9a3e17,0,30.0
276c103729c91a6fe491ce3e82104f7ac282c9e6,0,30.0
279406861bd37da8dfdbc13422bf3ee8a922a6fd,0,30.0
27c24c939f3f360c0e5c1c08263b267f8c1014cd,0,10.0
2803ab08f52796dc5b9c91448996aae23729a542,0,30.0
285b23579dd473482199245f55e98d21af488ad5,0,10.0
28619cd2ea5d464c5b98df3b11555fd42e8b7df1,0,10.0
28980e8bf09e1f88bd70c77694af7695d776b015,0,30.0
28a01d7f007cc6973ac1c2259261f983f408f6be,0,10.0
28c1cf91a236b44a7a58db179d15164c0035d8aa,0,30.0
28ea2164c8f7f6878873d34368daced8c074c0b0,0,30.0
291b7f83bd9e24631252ae3935549ff9f9f15f60,0,10.0
296666706f754e72d757582482d475b8cfa8fb14,0,10.0
2987bd2fb42af5f6f2617600bbdad37d251e017d,0,10.0
29a729b431328df1194fd226d159dc0c942638d8,0,30.0
29cb3e4780771cbc66f66b40c0237bedd0578f2b,0,30.0
29d74fc6d4b6b61ba4806dd4d87ddf4150d73362,0,30.0
29e784298f9e10a4b0b26db27bc0c5d08b80a887,0,30.0
29fc44e1df07b43bae866fe31aa369e404138345,0,3.0
2a3b1eb23e4dcab22a23eedfa9b504fcf34b07c6,0,30.0
2a5bacfd0fc850f831a9bd9cb34ff41ff6cf2850,0,30.0
2a804f169193eb46ea683b22e2648dd43ec2beee,0,30.0
2a8d4c96e39bc2f0cc5e573dcac88e4baf8d9607,0,30.0
2a9456524fdf38aad624ccc16ecd61f41f8f13bc,0,30.0
2ad8fb968857174e10d1e95ee2e0a1cebb5354eb,0,3.0
2b20681bd75509747fdaa7b66d77e12a30f4eac4,0,30.0
2b3d240e45a62107b985d3d8ef9dcc48665a564b,0,3.0
2b415f93258ce8b66be60a5f51ceea5387c147be,0,30.0
2b4f15b56a0ac141de7f95754703003b8036d4a6,0,30.0
2b62a8b2e3a5c96da05875a502db58af660d458a,0,10.0
2b64e8e78de931213367cfff3dae8367e9dddd17,0,30.0
2ba688aaf7b1f590bd4644725cfad3004ca0c2a0,0,30.0
2babf9daf78a5a7e17beab6d61bae28c3f9f7226,0,30.0
2bd3f4ac0a5ce7afd070936424e8bc363b9dc3a1,0,30.0
2bdde2038b8cc41255658ed500b3434a225b6fd5,0,30.0
2beeb20b1c49b67cd8eec86a1677748b038760f8,0,30.0
2c088ae9c4969c37ccca44ae49cd0704004e9947,0,30.0
2c1425c5a87a37c7ec15388eb6dfa0002e238380,0,30.0
2c188788786547d9ed306fee68ff1f5eeff37514,0,30.0
2c1bd0c477c51ea9fb9962451efde5d9bb30870f,0,30.0
2c25d02c1bc299145442abe18ad6abaeb1b7ee32,0,10.0
2c2d2759bab5f40d0ca3bd28d1a21409d5a71dda,0,30.0
2c6ed1f781b60e203153f8405a4b27c57b75fc30,0,10.0
2c7018c8c4ed3e02169b8c5e4b2bb52d16d8e970,0,30.0
2c7e3c26b17074df9bffe715f00605dd3412c305,0,10.0
2c85e6a34d97bd08336d3408771c576fc2b15289,0,10.0
2cadc7d22a872809e985da50a2d4908a9990c8fc,0,10.0
2cc211472ceef4d5d49cfd9c4a8eb5e886c19934,0,30.0
2cd6b00c37afe98f3592c13dd598a076c9eabb9f,0,10.0
2cf8c3a3049ec4f47db109091ea50484d870c3bd,0,30.0
2d4b6b0a68589429e0600a16be0e010a3cd69ec0,0,10.0
2d7d7ccc3abd47704179e38c6c29c05ee35ed14f,0,10.0
2d7fd57c1dcc1810d7b13a89c57fc175e157c53b,0,30.0
2d8f3937a529686cc5c4dc549c7025995222c8b7,0,10.0
2da0184b9746e3572486457687b9b70bd88a5db1,0,10.0
2e0831e662f820d7a70fa0fda9efe17e4d48c778,0,10.0
2e09659ecfa82f29431a3321efb11ef9f27c0387,0,10.0
2e5ea0d0cc5c7eae2a9fcf4ba1e9cdede543627e,0,10.0
2e5f91c0df7d0c6a85b9722fde09a3852879528e,0,10.0
2ea552a7ef403fa850eebfa809db9c18752d6c88,0,30.0
2eba05b65614b6346632f60cca1f13fcad2f44a1,0,30.0
2ec76384c86a15cf0a4f1074140f3980fac07853,0,10.0
2f2928040fc095702e9086af05d22a48a595370d,0,10.0
2f2d85a73da3f93663c00ed266aade11204496f1,0,10.0
2f2f10660843b0868efaef7a85f3251b96e6526c,0,10.0
2f6e7a44a5ce2884af170bea30a12f6394442e75,0,10.0
2f7219d5932078797af054e4d18cd6f8ed0290e2,0,10.0
2f77aefbd7eb0e814fcad9308ec107f09e96cd37,0,10.0
2fc0a559322eeb062dd330bc878f167636811ac1,0,10.0
2ff51becf19a157187458ad26f4822c8695a467b,0,30.0
2ff8f1fb5bf5198db4f0a25ab4748cebe9be7249,0,30.0
30323b4563fca4f149493598d97615ff30de41a9,0,10.0
303aad54b9285f067caaa9ff74b9e3138c065cbd,0,30.0
3044d18d2383ce61b212afc91478d02e113424ae,0,3.0
308398d2acdc6b8c4f7395c4ae17b58d180ca417,0,30.0
308fca25776e275b5c88d58d4a866a11ecab38b0,0,30.0
30a83ceaada25e47769cd2053ecbcd1cf3180cc7,0,10.0
30f016cdb51b20c1c6a0b08c9c92479ef83b3833,0,30.0
312d062ec3afa4e74278c1924f9675080b7818ed,0,30.0
313ef91afd662316cc8db1fcd49375521b623b23,0,30.0
3170079801212c630d0283e86be838c469606fe6,0,10.0
317b556a52d1e4caeb0391b7949ddd9b2e836421,0,3.0
319703f186ed086a183d638bf2dd230c54b08982,0,30.0
31aa8ce4bcb55b651ab5cb5096a49fda9c6e2553,0,30.0
31e3f1e8a0036f5f3649d8802c806428e47df486,0,30.0
31f30dcc6515813a0deb65235a24d41c36f8fbed,0,30.0
3271f9bdf713bd1ea5411bb8c6df02b3ea5ef885,0,30.0
329ba62ba2793da34ea38729a387de498e0e4c3a,0,10.0
32abe42e5f756f1809c8d2344d6795efb6b1e1f0,0,30.0
32bc0a2fe86b1e8fa1763c5138ea8d33388492c5,0,3.0
3318f252339cd01611bb1f69e1aba7cb8c467154,0,10.0
331dab02f262330c1c0bb4a1558108f993ef4a54,0,10.0
3343cb48425c890761cb6224efc8ea609af71a3d,0,30.0
3355199ddea1e01c84de48e68a1243a07c255d98,0,10.0
33706f906506f75d6f5f9efe385d0fbb1f809113,0,3.0
3378159f66ec5cf314ffc583204e49420e920a1b,0,10.0
338178c63acd1816f70aa3415da109565348456c,0,30.0
33bbb227b33d7e02435eb4ed858c6fe778dad1c7,0,10.0
33f71b31653c7050724a78908bc3c51c06f2e797,0,30.0
344707e94780dcb3462ed72c5d34673d213cd419,0,3.0
347a98ade51fad4bd9b70bf16bf245f2fbd0d0c9,0,10.0
34c5dddd3bab1aeebb2647871cd22ed0a0e9ed1d,0,30.0
34c7ce11a72abf846d89ad069ac4f86a4999a022,0,30.0
3571148a7d2529127beb51a099454a7d6997d4d6,0,30.0
3575d32d5edb5e7016e58d2d06970f345093577e,0,30.0
36226f5adfc274d953f27e1d293ecab968f130fb,0,10.0
365103281cc1bc93503d328303ac453ed4e67b0b,0,10.0
3690125b98eaf23278092ab03d69c6312c37c867,0,30.0
36ffcba7aeff1a4adb487f261349b36e4113cf63,0,30.0
371224cf46a4c650c5140630a5aab005324a560a,0,10.0
37240f3d849589b2e9671db1d2fa880624efc54d,0,30.0
372f7f16cac040a4815129e75ac7a695f1ceb297,0,30.0
374fda5e01af20be32ffabae155f67cbca508363,0,3.0
3754861511904a2e4828064b6a00f654e70b99af,0,3.0
3788e7db02699b458a48ffc9a61bd71f1bfe0e8f,0,30.0
37e031abfc3528fe0d280d16affec4038faa2066,0,30.0
3807fd8d12d9ab7663e578788ef3f633cd1659bb,0,10.0
385e2791208a0011c66ba2f3365b4db0881e557f,0,10.0
38676e721d7dee4338cbf46f6f6b9dd8b8133276,0,10.0
38889c0df64a5eaceeee7ca253691352619e8e3e,0,30.0
38a7f72a0bba7605eaa8ea2cfd59a331665096f7,0,10.0
38d5a54a093c6235ea5d668d1ab3af3e7c26e352,0,10.0
398a411d79c495071ec6e519798e235ef3d0d1ec,0,10.0
39da0a0966306276c5d16dff2fc9dad7a85da74a,0,30.0
39eee26644b3df47474826e7eda5a1a9ba531576,0,30.0
3a1011e84d9f584818f91ed0e23b23831ee0b3aa,0,30.0
3a3bf5d72831ddcf437595523da141e77d5bc59f,0,10.0
3a3ff221afc09f9464d7deb2060f2aedf9f61661,0,3.0
3a7b4be1a0225dac0c83b987e0ed58ab17e5a1ad,0,10.0
3ae42d84b44bbaff82eb16419cddfcd7877b12f5,0,30.0
3b3c5263023cb4b029bbbf04f92a8ba1c0cea4db,0,10.0
3b5ada588531c3d222766dfae50db64c1b1cfa28,0,10.0
3b76af7076917af9408d06e0ac33e229994880ea,0,30.0
3b870dd4ba43c13bfb7d4e1bc0aba015720937aa,0,10.0
3bf781450c718e2b78426e4c0665630bedf82bcb,0,30.0
3bfda8cb8c9f0311c1237d3b482a3272ff5e8844,0,10.0
3bffe2aa325c2710e89ac6f4ac35bda0888823a5,0,10.0
3ca34be3e6744713487d6c1271f240d65f7f7749,0,30.0
3cd9b32587b9c513bd8f674b694b7f197f2a898e,0,10.0
3d07f1de51d4ebeafff9ccb8e3954d390abe7572,0,30.0
3d4134c9124956d06682fe7f6694b6a4d86f7aff,0,10.0
3d64c33cc50e72f9d60cb2c8cffb8dc17a844834,0,30.0
3d921165cd6734884a00d5b935f59fa352fdc551,0,30.0
3e55fa8e071f4444440a378313a0514831bec01f,0,10.0
3e776bb4507a19e3f72a98bed0c8a9b5bb3f8c8f,0,10.0
3e9757e174ea05607ba623d69978a891bc533815,0,30.0
3ef6bf6041d2fe25c31a4e25dd9663a04e11cc88,0,30.0
3f0d718a07e9eaeb7a6d7831958fa0951679a321,0,10.0
3f1dae1ae8ddaaae725bc06b494b9c4037eb963e,0,30.0
3f43bc5eff8c4185603e53d2743f6fb6c23b7a80,0,10.0
3f4767880818f4dc664bbee2146b7998a92e315f,0,30.0
3f8cbf881233a27f27e3c9f328c0a75d4e09b198,0,10.0
3fc7ddae75b5d95629bdbc33c527ee45d77cedbb,0,30.0
3fff590191097dbdf1524644cf3a1aecd325715b,0,10.0
405a81a0de6c1f4b3455dc68cf164dfeea9ea079,0,30.0
407ef7d5da7c12bcaf76c1793de1161fda6fd3b9,0,10.0
408147760ab77cf249a32f05134bf4197d70a92f,0,30.0
40c7d150fc5700058452bcbb7e0514658dfe4df4,0,10.0
40e99aef5fa0c220b35a11224295b7bed8a9b0fb,0,10.0
40f2ea99cdb623b8c7857a8bed93382ca655017a,0,10.0
410a4545fe9fd2d65aae1d3cc2ba3699ba536fa2,0,30.0
415e376ce98f9f10344573f94e606ef994490b57,0,30.0
41cbb8652ee0421765d9ff1af0c0da4d116f7b60,0,30.0
41e571af574ab3b314d752353bd8cd0bb130ca2c,0,30.0
420c492d5718f76675c5784d21cefb7d97ab3f40,0,3.0
424b08c15336c9959949fe6d19b04db978c3e660,0,10.0
4270ef07490f06cf5e62fa60995d36500f723766,0,10.0
42a95699dd15b607478e5fc1da6810d97caadecf,0,30.0
42c275502c3678fcf6fb27d3037dd1c822740483,0,10.0
42ddb6b76c32993ab6c552c8ef2c43e77c6916c7,0,10.0
4330601f677678758cd1b903d1f5f0421037e068,0,10.0
438cddeefe2acc4137c5839bfe3ba77b61da3a8a,0,3.0
43c3b724bdb8b361e16099a4dfae34beffac3fed,0,10.0
440d36dd451342f5237ce263e963515830db7e72,0,30.0
443ca0fbd86ff276f00cd5d586d00a4d0a82e85f,0,30.0
446964c88a928342a19a7f8cc38a253e4804ca7b,0,30.0
44804c171f63368383c52a379133065b223c5853,0,30.0
448dd471a076383115e031e2c89938861b644960,0,30.0
4490a3c31bba1b72415c1746158efa58faa18dbd,0,3.0
44c64f535563863542a04e2a987ec889ac3dad52,0,30.0
44d8d22a5596213cce47240fbc9a0ea716278ed7,0,10.0
45339d0a0b1301cd0e114c30c5f50d49c2bf52d7,0,30.0
453a52ffa897ba50e6e7371b4b814e7edd646ef7,0,30.0
455bd392f822006cbad6257be027db5c8f747af8,0,10.0
457dd284fe4ef0f431700884210e7d4299142217,0,10.0
458359fb6636c8c1ebe9e91d554e42c37996437b,0,10.0
45864fa97b7851001c9ac005102e8263a47c69bd,0,10.0
45d5b672ddd06824a60c14b624ba15324daac0cc,0,30.0
45f5eeb8099c58c0402bca8c6101134395f97bab,0,30.0
4625cdfd91c81c80597726022765b4ab9c955fde,0,10.0
